33.3, -118.3, 56259.42857142857, 7
33.35, -118.4, 76379.0, 5
33.7, -118.35, 139062.57142857142, 7
33.7, -118.3, 75390.83673469388, 49
33.7, -118.25, 46792.446153846155, 65
33.75, -118.4, 145236.5357142857, 28
33.75, -118.35, 135993.73469387754, 49
33.75, -118.3, 77543.7032967033, 91
33.75, -118.25, 41174.561904761904, 105
33.75, -118.2, 34637.78947368421, 57
33.75, -118.15, 40520.31696428572, 224
33.75, -118.1, 79605.19387755102, 98
33.8, -118.35, 89429.06722689075, 119
33.8, -118.3, 69952.48979591837, 98
33.8, -118.25, 67007.88392857143, 112
33.8, -118.2, 60482.87378640777, 103
33.8, -118.15, 70130.47619047618, 84
33.8, -118.1, 90127.2967032967, 91
33.8, -118.05, 67550.22222222222, 63
33.85, -118.4, 127386.28571428571, 49
33.85, -118.35, 90716.44155844155, 154
33.85, -118.3, 60073.420634920636, 126
33.85, -118.25, 58068.15873015873, 63
33.85, -118.2, 48668.561904761904, 105
33.85, -118.15, 48283.32, 175
33.85, -118.1, 61727.79285714286, 140
33.85, -118.05, 76699.22321428571, 112
33.85, -118.0, 89487.17857142857, 28
33.9, -118.4, 103384.45238095238, 42
33.9, -118.35, 48358.50420168067, 119
33.9, -118.3, 44974.72448979592, 196
33.9, -118.25, 36539.02380952381, 168
33.9, -118.2, 39243.724867724864, 189
33.9, -118.15, 51240.857142857145, 168
33.9, -118.1, 61156.4, 105
33.9, -118.05, 58959.13392857143, 112
33.9, -118.0, 71316.0924369748, 119
33.9, -117.95, 79813.78571428571, 28
33.95, -118.45, 88660.16071428571, 56
33.95, -118.4, 86814.16326530612, 98
33.95, -118.35, 55238.72077922078, 154
33.95, -118.3, 41185.22751322751, 189
33.95, -118.25, 31393.185064935064, 308
33.95, -118.2, 36276.318181818184, 308
33.95, -118.15, 38874.61734693877, 196
33.95, -118.1, 61234.28571428572, 84
33.95, -118.05, 58720.0918367347, 98
33.95, -118.0, 68732.23076923077, 91
33.95, -117.95, 96327.31428571428, 35
33.95, -117.9, 75525.57142857143, 49
33.95, -117.85, 78920.75510204081, 49
33.95, -117.8, 94668.23809523809, 21
34.0, -118.8, 124910.71428571429, 7
34.0, -118.5, 116286.85714285714, 42
34.0, -118.45, 78479.00571428571, 175
34.0, -118.4, 69914.03968253969, 252
34.0, -118.35, 51824.06122448979, 147
34.0, -118.3, 37045.56122448979, 294
34.0, -118.25, 26567.503246753247, 308
34.0, -118.2, 34386.24460431655, 139
34.0, -118.15, 38979.94155844156, 154
34.0, -118.1, 48758.53781512605, 119
34.0, -118.05, 59589.57142857143, 70
34.0, -118.0, 81329.71428571429, 42
34.0, -117.95, 60946.47619047619, 84
34.0, -117.9, 61893.892857142855, 112
34.0, -117.85, 84531.14285714286, 70
34.0, -117.8, 90818.97619047618, 42
34.0, -117.75, 74055.88571428572, 35
34.0, -117.7, 52446.142857142855, 14
34.05, -118.85, 131486.57142857142, 7
34.05, -118.75, 111715.57142857143, 7
34.05, -118.7, 135699.0, 7
34.05, -118.65, 112811.0, 7
34.05, -118.6, 140404.85714285713, 7
34.05, -118.55, 151641.19047619047, 21
34.05, -118.5, 192367.85714285713, 14
34.05, -118.45, 89744.58558558559, 111
34.05, -118.4, 100114.23529411765, 119
34.05, -118.35, 68217.51737451738, 259
34.05, -118.3, 41579.418719211826, 406
34.05, -118.25, 35346.572854291415, 501
34.05, -118.2, 34153.50697674419, 215
34.05, -118.15, 51164.472049689444, 161
34.05, -118.1, 48774.75274725275, 182
34.05, -118.05, 46849.40714285714, 140
34.05, -118.0, 43045.11688311688, 154
34.05, -117.95, 58321.16233766234, 154
34.05, -117.9, 74152.92857142857, 112
34.05, -117.85, 70154.47619047618, 63
34.05, -117.8, 86344.16666666667, 36
34.05, -117.75, 43048.25714285715, 70
34.05, -117.7, 51322.25974025974, 77
34.1, -118.8, 103319.14285714286, 14
34.1, -118.7, 96173.28571428571, 7
34.1, -118.65, 143707.85714285713, 7
34.1, -118.6, 127443.42857142857, 14
34.1, -118.5, 139568.07142857142, 14
34.1, -118.45, 180317.37142857144, 35
34.1, -118.4, 152531.57142857142, 35
34.1, -118.35, 88413.4857142857, 105
34.1, -118.3, 50314.695035460994, 141
34.1, -118.25, 57030.298136645964, 161
34.1, -118.2, 54192.20918367347, 196
34.1, -118.15, 71818.87755102041, 147
34.1, -118.1, 82493.42857142857, 112
34.1, -118.05, 67911.18487394958, 119
34.1, -118.0, 70429.55357142857, 112
34.1, -117.95, 56883.16071428572, 56
34.1, -117.9, 53492.57142857143, 70
34.1, -117.85, 66823.94642857143, 112
34.1, -117.8, 79544.52380952382, 42
34.1, -117.75, 77163.58730158731, 63
34.1, -117.7, 92398.85714285714, 49
34.15, -118.8, 136360.7142857143, 7
34.15, -118.75, 132891.64285714287, 14
34.15, -118.7, 82308.42857142857, 14
34.15, -118.65, 114781.57142857143, 28
34.15, -118.6, 85581.61797752809, 89
34.15, -118.55, 90838.71428571429, 98
34.15, -118.5, 62951.69642857143, 112
34.15, -118.45, 61080.342342342345, 111
34.15, -118.4, 58485.730158730155, 189
34.15, -118.35, 52385.45238095238, 210
34.15, -118.3, 62369.773109243695, 119
34.15, -118.25, 67223.71428571429, 112
34.15, -118.2, 85771.68253968254, 63
34.15, -118.15, 70942.07142857143, 70
34.15, -118.1, 70635.24369747899, 119
34.15, -118.05, 107762.85714285714, 42
34.15, -118.0, 95386.0, 21
34.15, -117.95, 85866.09523809524, 21
34.15, -117.9, 88197.42857142857, 14
34.15, -117.85, 95786.5, 14
34.15, -117.8, 114293.14285714286, 7
34.2, -118.65, 102545.07142857143, 28
34.2, -118.6, 63144.09523809524, 84
34.2, -118.55, 59663.5306122449, 147
34.2, -118.5, 57482.62698412698, 126
34.2, -118.45, 42030.18032786885, 244
34.2, -118.4, 50687.41071428572, 168
34.2, -118.35, 47613.15873015873, 126
34.2, -118.3, 74745.92857142857, 42
34.2, -118.25, 98526.78571428571, 14
34.2, -118.2, 101164.40816326531, 49
34.2, -118.15, 112954.47619047618, 21
34.2, -118.1, 88457.71428571429, 14
34.25, -118.6, 83387.28571428571, 28
34.25, -118.55, 99752.92063492064, 63
34.25, -118.5, 87767.7469879518, 83
34.25, -118.45, 67887.6050420168, 119
34.25, -118.4, 48487.56043956044, 182
34.25, -118.35, 80427.95238095238, 21
34.25, -118.3, 68974.29032258065, 31
34.25, -118.25, 68321.02380952382, 42
34.25, -117.9, 78504.42857142857, 7
34.3, -118.6, 110823.57142857143, 7
34.3, -118.5, 104973.64285714286, 14
34.3, -118.45, 61183.448979591834, 49
34.3, -118.4, 62712.52380952381, 63
34.3, -118.25, 83488.28571428571, 7
34.35, -118.6, 117022.5, 14
34.35, -118.55, 80684.80952380953, 21
34.35, -118.5, 61119.92857142857, 28
34.35, -118.45, 76182.42857142857, 7
34.4, -118.65, 67501.28571428571, 7
34.4, -118.6, 124594.85714285714, 7
34.4, -118.55, 94519.19047619047, 42
34.4, -118.5, 99224.97142857143, 35
34.4, -118.45, 74791.83116883117, 77
34.4, -118.4, 101587.17142857143, 35
34.4, -118.15, 110599.14285714286, 7
34.45, -118.6, 117077.19047619047, 21
34.45, -118.55, 115357.76190476191, 21
34.45, -118.5, 110882.54761904762, 42
34.45, -118.45, 109959.28571428571, 14
34.45, -118.4, 84023.14285714286, 14
34.45, -118.35, 98012.64285714286, 14
34.45, -118.2, 80582.14285714286, 7
34.45, -117.8, 52096.71428571428, 7
34.5, -118.4, 49722.28571428572, 7
34.5, -118.3, 99569.85714285714, 7
34.5, -118.15, 92369.71428571429, 7
34.5, -118.1, 64881.07142857143, 14
34.5, -118.05, 81323.85714285714, 7
34.5, -118.0, 81345.42857142857, 7
34.5, -117.9, 47621.71428571428, 7
34.55, -118.7, 108957.71428571429, 7
34.55, -118.2, 92040.42857142857, 7
34.55, -118.15, 79349.28571428571, 14
34.55, -118.1, 34146.95918367347, 49
34.55, -118.05, 47194.31746031746, 63
34.55, -118.0, 55804.392857142855, 28
34.55, -117.8, 43219.28571428572, 7
34.6, -118.55, 68781.14285714286, 7
34.6, -118.35, 82219.71428571429, 7
34.6, -118.3, 105403.71428571429, 7
34.6, -118.2, 87398.0, 28
34.6, -118.15, 76595.92857142857, 14
34.6, -118.1, 51527.857142857145, 7
34.6, -118.05, 21758.333333333332, 9
34.6, -117.9, 57241.28571428572, 7
34.6, -117.85, 41104.57142857143, 7
34.65, -118.35, 72389.42857142857, 7
34.65, -118.25, 78966.28571428571, 7
34.65, -118.2, 63535.0, 21
34.65, -118.15, 56813.619047619046, 42
34.65, -118.1, 42433.816326530614, 49
34.65, -118.05, 52649.78571428572, 14
34.65, -117.75, 35458.857142857145, 7
34.7, -118.6, 60222.857142857145, 7
34.7, -118.15, 59151.09523809524, 21
34.7, -118.1, 35482.23809523809, 42
34.7, -118.05, 42670.642857142855, 14
34.7, -117.95, 36782.142857142855, 7
34.75, -118.2, 66324.57142857143, 7
